#{"t_start": 1641047317.2527523, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,129,4.913856
1.0,155,6.461232
2.0,227,8.780157
0.0,127,10.060824
1.0,173,12.2112
0.0,125,13.579706
0.0,129,15.171528
2.0,204,17.767339
1.0,173,19.876147
1.0,171,21.996488
0.0,127,23.524088
2.0,202,26.007167
0.0,129,27.497623
0.0,127,28.96999
3.0,272,32.417449
1.0,175,34.56093
1.0,177,36.750873
5.0,350,41.174419
7.0,430,46.616468
4.0,299,50.289747
0.0,129,51.861113
0.0,129,53.406523
3.0,228,56.314066
0.0,129,57.826282
0.0,125,59.249707
4.0,297,62.971536
9.0,403,68.074661
0.0,125,69.596258
2.0,202,72.104243
0.0,129,73.590451
1.0,175,75.624505
3.0,230,78.397106
1.0,151,80.190089
0.0,129,81.73361
1.0,157,83.652957
6.0,402,88.688208
1.0,172,90.785152
2.0,202,93.198761
2.0,200,95.611353
2.0,223,98.36584
1.0,178,100.506693
0.0,127,102.014663
5.0,350,106.289591
1.0,156,108.161003
1.0,173,110.257677
0.0,129,111.772844
2.0,185,113.920339
1.0,173,115.972286
5.0,352,120.437001
9.0,404,125.50415
1.0,158,127.429557
7.0,427,132.766346
2.0,204,135.213211
2.0,205,137.652153
3.0,254,140.74392
1.0,177,142.873409
5.0,310,146.680044
3.0,255,149.706943
4.0,283,153.01654
9.0,404,158.070697
4.0,303,161.750818
8.0,395,166.545558
2.0,202,168.821087
3.0,253,171.796919
6.0,378,176.359737
2.0,187,178.608773
5.0,288,181.988817
6.0,349,186.100774
4.0,263,189.196953
5.0,325,192.981032
6.0,363,197.291827
6.0,342,201.24622
8.0,297,204.676504
10.0,555,211.309788
8.0,453,216.65889
6.0,377,221.144263
5.0,324,224.909543
8.0,483,230.579238
13.0,368,234.850191
10.0,376,239.262238
11.0,594,246.245519
7.0,447,251.465623
4.0,281,254.683914
16.0,467,260.162394
8.0,414,264.917677
9.0,428,269.927985
12.0,519,276.035967
11.0,505,281.897418
12.0,550,288.301554
22.0,454,293.610128
11.0,466,299.01173
24.0,834,308.809372
15.0,553,315.269939
13.0,516,321.199085
14.0,644,328.594938
6.0,365,332.772363
13.0,498,338.594034
10.0,531,344.803674
13.0,642,352.258387
18.0,553,358.582435
21.0,768,367.433439
19.0,523,373.46395
31.0,889,383.810679
29.0,673,391.580848
26.0,802,400.817815
16.0,727,409.201593
19.0,727,417.642385
33.0,957,428.710089
37.0,951,439.802985
22.0,676,447.619254
20.0,823,456.992051
27.0,608,463.964727
67.0,1296,478.951831
60.0,1390,494.825077
17.0,650,502.207284
20.0,760,511.011051
25.0,888,521.243481
24.0,636,528.539176
29.0,945,539.399037
18.0,519,545.22427
24.0,644,552.588188
18.0,681,560.344789
26.0,642,567.714478
61.0,1432,584.144831
63.0,1329,599.349015
41.0,1078,611.772606
43.0,1302,626.768178
47.0,915,637.078306
52.0,1176,650.505716
18.0,599,657.375525
57.0,1412,673.438932
72.0,1412,689.611851
36.0,930,700.275829
93.0,1769,720.534465
36.0,937,731.175055
72.0,1251,745.380292
56.0,994,756.661958
88.0,1694,775.943852
83.0,1270,790.403996
164.0,1597,808.638579
386.0,2138,832.980134
48.0,1090,845.391954
66.0,1213,859.185467
103.0,1501,876.325752
50.0,1267,890.810498
32.0,901,901.05352
139.0,1812,921.796819
220.0,1542,939.576193
65.0,951,950.274872
71.0,1594,968.643132
100.0,1464,985.357228
95.0,1626,1003.912397
77.0,1454,1020.471328
216.0,1319,1035.547673
107.0,1497,1052.562151
62.0,1131,1065.48445
148.0,1539,1082.964384
64.0,1213,1096.747929
338.0,1609,1115.143524
59.0,1038,1126.959683
291.0,1590,1145.026737
270.0,1652,1163.922298
79.0,1453,1180.485334
35.0,799,1189.559882
125.0,1585,1207.589288
58.0,1063,1219.659612
288.0,1460,1236.357686
123.0,1751,1256.21875
140.0,1703,1275.504892
110.0,1346,1290.818395
340.0,2007,1313.79153
220.0,1815,1334.436838
283.0,2004,1357.239122
85.0,1300,1371.969635
50.0,1098,1384.568285
152.0,1644,1403.253388
4.0,301,1406.83658
13.0,300,1410.741132
122.0,1457,1427.330326
55.0,1088,1439.625011
130.0,1538,1457.129508
0.0,127,1458.666066
0.0,129,1460.194065
84.0,1422,1476.254795
291.0,1656,1495.16393
104.0,1358,1510.636101
121.0,1461,1527.276247
196.0,1574,1545.246179
251.0,1990,1567.883784
55.0,1236,1581.869317
156.0,1576,1599.743749
226.0,1797,1620.140864
66.0,1282,1634.800127
192.0,1487,1651.696219
41.0,973,1662.809733
0.0,129,1664.381998
0.0,123,1665.85358
78.0,1093,1678.231354
94.0,1484,1695.05871
180.0,1296,1709.735905
234.0,1960,1732.021861
162.0,1647,1750.690476
68.0,1202,1764.268785
252.0,1861,1785.385693
120.0,1461,1801.90854
189.0,1814,1822.442034
351.0,1667,1841.368231
120.0,1337,1856.536413
82.0,1512,1873.602787
102.0,1411,1889.495701
204.0,1541,1906.993643
253.0,1491,1923.73681
62.0,1455,1940.29216
354.0,1716,1959.781044
357.0,1923,1981.539105
284.0,1754,2001.40584
356.0,1928,2023.272108
70.0,1387,2038.935974
377.0,2098,2062.697614
11.0,431,2067.477114
296.0,1916,2089.094259
54.0,835,2098.52273
303.0,1625,2116.73342
253.0,1754,2136.583241
45.0,694,2144.406687
386.0,2044,2167.464578
312.0,1978,2189.886337
173.0,1687,2208.967398
98.0,1494,2226.055697
349.0,1905,2247.561588
52.0,1159,2260.633804
372.0,2072,2284.175745
405.0,2101,2308.244961
321.0,2193,2333.032364
407.0,2117,2356.967745
97.0,1281,2371.42176
343.0,2315,2397.604925
299.0,1698,2416.822021
383.0,1979,2439.136585
341.0,1715,2458.449701
355.0,2101,2482.132176
402.0,1961,2504.420557
66.0,1174,2517.6749
362.0,1900,2539.164285
364.0,2314,2565.368054
129.0,1344,2580.776368
364.0,1720,2600.231595
263.0,1615,2618.491058
424.0,3016,2652.506017
244.0,1664,2671.283739
355.0,2243,2696.597044
142.0,1426,2712.76598
375.0,3398,2751.203849
366.0,2021,2773.930299
404.0,1992,2796.523224
347.0,2393,2823.701181
193.0,1618,2841.924694
395.0,2687,2872.332946
412.0,2328,2898.611811
377.0,2332,2924.853415
363.0,2172,2949.364111
42.0,1127,2963.938138
314.0,1825,2984.85396
