#{"t_start": 1641047317.2579446, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,125,4.83867
0.0,127,6.085152
0.0,127,7.337085
1.0,157,8.884545
0.0,123,10.165557
0.0,129,11.734959
3.0,248,14.717521
0.0,129,16.328365
0.0,129,17.906242
3.0,230,20.80192
1.0,173,22.937145
0.0,127,24.435794
0.0,125,25.902559
6.0,382,30.732505
0.0,129,32.262572
5.0,350,36.781997
10.0,451,42.455963
0.0,129,43.989821
0.0,125,45.507377
0.0,127,46.943246
0.0,129,48.412074
0.0,127,49.870877
0.0,127,51.384811
4.0,319,55.545813
5.0,350,59.925065
0.0,127,61.400926
5.0,344,65.781164
1.0,155,67.6144
0.0,129,69.142576
0.0,129,70.703889
9.0,404,75.772882
5.0,350,80.078532
0.0,125,81.556089
10.0,451,87.321228
2.0,200,89.695603
3.0,248,92.78295
0.0,129,94.330133
0.0,129,95.776654
2.0,202,98.243708
3.0,230,101.0781
5.0,352,105.42482
2.0,217,108.081263
9.0,404,113.127383
1.0,173,115.158584
5.0,327,119.34392
2.0,185,121.544226
3.0,253,124.622851
4.0,280,128.166754
1.0,155,130.001188
1.0,172,132.023386
3.0,232,134.812788
4.0,260,137.980509
6.0,397,142.935576
2.0,203,145.373401
2.0,203,147.772344
2.0,202,150.153518
7.0,367,154.546744
3.0,251,157.612257
6.0,382,162.288431
7.0,424,167.411741
8.0,452,172.847767
3.0,232,175.583334
3.0,235,178.396806
11.0,500,184.391603
5.0,290,187.837109
7.0,355,192.00203
15.0,630,199.581686
9.0,316,203.213469
4.0,276,206.42057
6.0,379,210.84851
8.0,438,216.038501
3.0,232,218.659641
8.0,439,223.918382
14.0,478,229.547365
8.0,405,234.260791
17.0,584,241.165069
7.0,343,245.16049
19.0,655,252.879358
6.0,380,257.245086
11.0,542,263.593823
12.0,322,267.341224
17.0,624,274.64495
13.0,335,278.524005
8.0,423,283.441388
13.0,638,290.89889
9.0,460,296.255311
11.0,535,302.520682
25.0,747,311.279165
21.0,642,318.713602
28.0,766,327.536494
28.0,654,335.244192
16.0,464,340.635843
24.0,689,348.649203
24.0,536,354.811005
36.0,947,365.787521
23.0,582,372.48469
46.0,1251,387.151035
38.0,1050,399.271202
9.0,545,405.486333
26.0,833,415.232548
44.0,624,422.391413
48.0,1169,436.000039
21.0,774,444.953328
36.0,975,456.164087
23.0,780,465.156878
38.0,940,476.036167
64.0,1435,492.358414
33.0,1032,504.235273
28.0,753,512.975581
20.0,805,522.183421
18.0,627,529.412862
19.0,649,536.785963
15.0,542,542.923682
26.0,781,551.830369
43.0,915,562.337474
37.0,962,573.378713
35.0,865,583.23758
54.0,1132,596.145101
30.0,923,606.896256
49.0,1176,620.19096
35.0,972,631.387247
79.0,1419,647.550657
50.0,1139,660.655677
39.0,863,670.375711
20.0,706,678.505316
67.0,1360,693.996271
19.0,742,702.438705
35.0,723,710.631761
138.0,1748,730.629824
51.0,1042,742.474301
52.0,1085,754.721451
63.0,1201,768.433867
124.0,1566,786.201994
55.0,1085,798.592562
74.0,1327,813.733481
57.0,1424,829.865606
233.0,1994,852.698152
109.0,1394,868.577751
71.0,1274,883.012127
55.0,1335,898.270207
38.0,957,909.201202
54.0,1195,922.855813
174.0,1066,935.045829
98.0,1402,951.050481
87.0,1268,965.576649
53.0,1240,979.749459
56.0,1071,991.943042
88.0,1204,1005.647579
177.0,1088,1018.008138
161.0,1498,1035.126819
293.0,1549,1052.75515
41.0,1000,1064.148962
87.0,1619,1082.553749
117.0,1284,1097.162362
63.0,1085,1109.54404
180.0,1321,1124.627729
139.0,1583,1142.604689
30.0,954,1153.398538
39.0,737,1161.708855
209.0,1631,1180.36233
115.0,1619,1198.859596
148.0,1482,1215.733765
72.0,1068,1227.883594
73.0,1296,1242.597315
147.0,1782,1262.84114
69.0,1150,1275.830147
258.0,1884,1297.32611
100.0,1510,1314.569867
52.0,1100,1327.026731
331.0,1623,1345.401651
358.0,1977,1367.900643
131.0,1763,1388.174636
358.0,1415,1404.225921
3.0,233,1407.068231
0.0,125,1408.635249
10.0,368,1412.98472
254.0,1964,1435.370429
252.0,1740,1455.092032
3.0,253,1458.069738
30.0,972,1469.273073
234.0,1458,1485.84386
188.0,1998,1508.661758
274.0,1531,1526.178605
135.0,1604,1544.451368
266.0,1262,1558.809381
143.0,1762,1578.782856
238.0,1768,1598.876304
143.0,1694,1618.04402
97.0,1235,1632.161859
103.0,1651,1650.994008
61.0,1137,1664.177737
60.0,1123,1677.011353
103.0,1477,1693.935023
128.0,1605,1712.100453
227.0,1531,1729.485476
297.0,1734,1749.131072
164.0,1301,1763.869302
97.0,1346,1779.113525
266.0,1263,1793.347209
273.0,1544,1810.812393
194.0,1336,1825.959112
72.0,1424,1842.070215
122.0,1650,1860.766991
322.0,2099,1884.546768
195.0,1618,1902.909801
296.0,1242,1916.928708
281.0,1528,1934.23767
124.0,1638,1952.829417
311.0,1956,1974.959088
301.0,1868,1996.042813
132.0,1723,2015.643572
281.0,1614,2033.913264
307.0,1959,2056.084234
397.0,1796,2076.407801
226.0,2068,2099.823086
299.0,1921,2121.452876
268.0,1802,2141.866126
329.0,1819,2162.350531
244.0,2015,2185.230068
218.0,2039,2208.319767
100.0,1332,2223.485933
363.0,1581,2241.362934
84.0,1149,2254.330032
282.0,1856,2275.440868
390.0,1971,2297.823635
331.0,2016,2320.780461
230.0,1827,2341.423861
367.0,1768,2361.370351
379.0,1600,2379.450871
10.0,440,2384.271117
146.0,1682,2403.204563
327.0,1787,2423.500347
137.0,1336,2438.478894
252.0,1548,2455.941462
386.0,2171,2480.392061
385.0,2396,2507.663173
333.0,2703,2538.310545
300.0,1985,2560.758443
281.0,1705,2580.191027
396.0,2239,2605.720688
77.0,1431,2621.85573
383.0,2346,2648.245751
132.0,1543,2665.59365
369.0,1857,2686.587551
287.0,1911,2708.134721
48.0,700,2716.055805
303.0,1894,2737.401754
387.0,2043,2760.429227
339.0,2017,2783.186401
58.0,902,2793.311167
236.0,1486,2810.138099
80.0,1178,2823.392569
399.0,2305,2849.449628
258.0,1270,2863.740108
376.0,2448,2891.330231
384.0,1777,2911.408689
314.0,1774,2931.338071
363.0,2220,2956.374163
311.0,1333,2973.562884
