#{"t_start": 1641047317.257945, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
2.0,220,5.886087
3.0,248,8.465761
2.0,200,10.677569
3.0,271,14.013266
1.0,174,16.193812
0.0,125,17.7034
0.0,127,19.24206
2.0,201,21.703155
5.0,341,26.098027
0.0,125,27.541615
0.0,129,29.048614
1.0,157,30.936935
9.0,404,36.12842
0.0,129,37.662937
0.0,129,39.177164
0.0,127,40.68213
0.0,127,42.089159
0.0,127,43.597376
5.0,350,48.000051
1.0,153,49.771062
9.0,380,54.685275
5.0,350,59.173536
0.0,125,60.635758
0.0,125,62.1176
0.0,125,63.560222
0.0,125,65.015197
9.0,404,70.210901
0.0,129,71.706661
5.0,352,76.09428
0.0,127,77.546069
4.0,299,81.209206
0.0,125,82.729875
10.0,433,88.210725
2.0,182,90.423872
3.0,248,93.455688
0.0,127,94.937507
0.0,127,96.404011
0.0,129,97.883382
0.0,129,99.415151
2.0,198,101.846654
0.0,129,103.340763
1.0,175,105.341268
2.0,202,107.78837
9.0,403,112.847526
0.0,127,114.321937
2.0,202,116.785769
5.0,350,121.19274
0.0,125,122.633105
0.0,125,124.024961
4.0,300,127.844995
2.0,199,130.253951
9.0,404,135.285923
11.0,499,141.496302
2.0,202,143.944875
6.0,397,148.819788
4.0,297,152.271516
1.0,157,154.139026
6.0,340,158.3824
5.0,350,162.615757
2.0,202,164.961827
9.0,548,171.55581
3.0,270,174.780456
13.0,513,181.051378
6.0,359,185.323997
4.0,279,188.619158
7.0,451,193.987585
11.0,471,199.581156
12.0,549,206.063155
14.0,419,211.003967
5.0,334,214.913087
15.0,652,222.731908
11.0,271,225.825114
9.0,528,232.026595
15.0,551,238.589463
13.0,497,244.393774
7.0,449,249.657936
11.0,558,256.170929
22.0,643,263.745061
11.0,415,268.590576
11.0,616,275.84739
21.0,798,285.259614
9.0,463,290.597082
21.0,742,299.339162
24.0,891,309.825833
8.0,407,314.545992
10.0,341,318.38382
29.0,842,328.138829
10.0,458,333.424894
