#{"t_start": 1641047317.2519724, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,127,4.87712
0.0,127,6.128398
1.0,176,7.898763
0.0,129,9.176059
0.0,127,10.551094
5.0,350,14.958467
1.0,173,17.121301
0.0,129,18.699014
0.0,127,20.193299
1.0,171,22.317137
2.0,223,25.081971
4.0,301,28.841873
1.0,174,30.987588
0.0,125,32.471761
0.0,127,33.963758
0.0,127,35.458883
0.0,129,37.016967
2.0,202,39.487472
0.0,127,40.963307
3.0,248,44.021107
2.0,202,46.477302
6.0,396,51.493038
0.0,127,53.010022
2.0,202,55.591996
0.0,125,57.079937
6.0,377,61.758707
2.0,202,64.260613
0.0,127,65.741084
2.0,202,68.211804
1.0,155,70.136881
1.0,173,72.269639
1.0,172,74.278751
0.0,129,75.743728
9.0,404,80.752931
1.0,176,82.977462
4.0,297,86.666929
2.0,225,89.372517
7.0,447,95.061367
0.0,125,96.511607
0.0,127,97.972746
2.0,202,100.431789
0.0,127,101.943162
2.0,223,104.607147
1.0,157,106.446043
0.0,127,107.922044
5.0,372,112.539804
4.0,297,116.211523
2.0,198,118.672639
8.0,372,123.309849
0.0,127,124.790041
0.0,127,126.27642
5.0,350,130.725775
4.0,296,134.337841
0.0,129,135.82216
2.0,185,137.98649
2.0,190,140.235487
3.0,270,143.582482
0.0,129,145.036012
3.0,253,148.099348
0.0,129,149.53943
6.0,342,153.610332
0.0,129,155.083265
2.0,188,157.347149
5.0,325,161.336452
4.0,264,164.482494
6.0,340,168.487392
9.0,392,173.223008
3.0,278,176.515494
5.0,307,180.202486
2.0,206,182.639944
6.0,399,187.357194
3.0,214,189.806139
13.0,351,193.961744
13.0,563,200.663635
17.0,645,208.315499
9.0,482,214.034565
10.0,528,220.29626
7.0,350,224.448775
6.0,364,228.679096
8.0,447,233.906497
15.0,592,240.865763
12.0,576,247.711967
8.0,466,253.144518
15.0,451,258.416816
17.0,654,266.140679
21.0,658,273.846949
29.0,527,280.027056
19.0,717,288.437892
24.0,481,294.077808
9.0,460,299.388446
12.0,589,306.275429
8.0,424,311.16601
40.0,1056,323.467952
15.0,642,330.905171
14.0,494,336.719048
13.0,357,340.848578
24.0,517,346.76954
36.0,984,358.232478
15.0,654,365.755694
22.0,692,373.807455
26.0,767,382.693513
29.0,849,392.52187
15.0,653,399.995456
55.0,1322,415.483756
28.0,640,422.835957
23.0,772,431.726281
15.0,391,436.202518
44.0,956,447.30091
35.0,883,457.424378
39.0,894,467.762031
24.0,619,474.851915
58.0,1243,488.941012
28.0,633,496.124155
32.0,715,504.361644
26.0,670,512.105211
23.0,774,520.959913
22.0,629,528.17055
86.0,1705,547.804394
23.0,796,556.923461
37.0,1041,568.960479
35.0,923,579.480839
23.0,827,588.957847
29.0,778,597.747711
20.0,584,604.516197
19.0,727,612.69955
53.0,832,622.189541
23.0,816,631.507242
65.0,1254,645.801849
58.0,1144,658.923921
88.0,1400,674.928686
76.0,1040,686.706163
73.0,1124,699.621166
29.0,654,707.072657
47.0,1069,719.201702
35.0,880,729.174313
45.0,884,739.218678
96.0,1409,755.199417
54.0,1249,769.463664
90.0,1439,785.747589
55.0,1288,800.498702
37.0,868,810.327307
256.0,1462,826.945456
98.0,1341,842.172373
55.0,1223,856.112669
48.0,930,866.638058
47.0,1225,880.555523
29.0,949,891.410417
238.0,1757,911.536688
39.0,822,920.837857
65.0,1190,934.433772
107.0,1522,951.918274
61.0,1117,964.645197
75.0,1313,979.659244
75.0,1466,996.370229
70.0,904,1006.646158
136.0,1517,1023.908377
64.0,1175,1037.333174
87.0,1553,1055.113852
80.0,1198,1068.695085
129.0,1637,1087.294917
122.0,1167,1100.590446
200.0,1587,1118.774368
156.0,1626,1137.273249
124.0,1716,1156.859207
129.0,1386,1172.663164
252.0,1424,1188.885645
102.0,1395,1204.778955
87.0,1209,1218.502591
104.0,1370,1234.114992
149.0,1467,1250.814711
309.0,1797,1271.167999
188.0,1493,1288.130234
71.0,1168,1301.420409
103.0,1414,1317.581884
83.0,1429,1333.785392
105.0,1350,1349.021555
243.0,1651,1367.780726
47.0,936,1378.550168
226.0,1706,1397.925947
18.0,726,1406.347561
0.0,129,1407.969129
0.0,127,1409.546618
24.0,710,1417.673881
257.0,1761,1437.698553
88.0,1423,1453.782139
8.0,376,1458.223599
0.0,129,1459.771099
48.0,1158,1472.86774
139.0,1705,1492.252603
265.0,1925,1514.328485
87.0,1444,1530.755851
154.0,1651,1549.562613
100.0,1386,1565.295119
113.0,1413,1581.310267
138.0,1299,1596.074226
174.0,1658,1614.82923
192.0,1511,1632.042929
286.0,2109,1656.080165
16.0,565,1662.514509
58.0,1157,1675.977554
59.0,1185,1689.574358
92.0,1251,1703.717985
231.0,1572,1721.540838
129.0,1435,1737.826835
105.0,1404,1753.72139
154.0,1606,1771.895898
285.0,1733,1791.522143
229.0,1658,1810.260643
357.0,2325,1836.701797
92.0,1536,1854.178138
187.0,1936,1876.075767
75.0,1344,1891.240277
303.0,1577,1909.183112
319.0,1670,1927.964775
344.0,2211,1953.218501
257.0,1863,1974.241295
235.0,1343,1989.393911
86.0,1230,2003.355148
48.0,1023,2014.861332
135.0,1583,2032.762305
331.0,1839,2053.535182
264.0,1595,2071.563744
265.0,1674,2090.441804
375.0,2137,2114.562576
409.0,2325,2140.949094
339.0,2035,2163.940961
374.0,1816,2184.504164
298.0,1653,2203.263387
83.0,1296,2218.021928
211.0,1432,2234.171395
385.0,2208,2259.225796
380.0,1736,2278.925714
290.0,1380,2294.567847
124.0,962,2305.548559
360.0,1953,2327.635658
359.0,1975,2349.990176
366.0,1856,2370.934425
231.0,1726,2390.436942
310.0,1644,2408.956058
406.0,2619,2438.620278
340.0,2122,2462.55044
149.0,1650,2481.129091
265.0,1610,2499.393208
183.0,1573,2517.215976
397.0,2613,2546.827585
307.0,1726,2566.359654
365.0,1245,2580.575829
309.0,1749,2600.408223
365.0,1454,2616.811629
377.0,2049,2639.900326
306.0,1677,2658.757751
311.0,2186,2683.473198
358.0,1423,2699.481305
55.0,1162,2712.593966
333.0,1238,2726.605339
326.0,2111,2750.326008
345.0,2156,2774.61453
143.0,1614,2792.849533
42.0,1184,2806.279481
294.0,1455,2822.689348
389.0,2556,2851.658428
280.0,1784,2871.725813
