#{"t_start": 1641013625.7694156, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,878,10.563818
-21.0,761,18.363056
-21.0,909,27.787266
-20.0,1018,38.362151
-20.0,901,47.6961
-19.0,961,57.76406
-19.0,1069,68.782488
-20.0,965,78.828482
-21.0,852,87.727875
-20.0,1246,100.591841
-20.0,831,109.186946
-21.0,759,117.098974
-20.0,1065,128.161822
-21.0,820,136.711854
-21.0,763,144.64213
-20.0,939,154.32004
-21.0,763,162.268091
-21.0,844,171.022294
-21.0,893,180.235999
-21.0,845,188.982322
-21.0,820,197.494473
-20.0,895,206.743625
-20.0,1169,218.945167
-20.0,976,229.009655
-17.0,1245,241.842565
-19.0,947,251.593504
-21.0,941,261.35078
-20.0,893,270.605481
-21.0,1085,281.815742
-21.0,1027,292.461241
-19.0,1041,303.184771
-20.0,900,312.558495
-21.0,881,321.620981
-20.0,887,330.849825
-21.0,1181,343.065597
-21.0,758,350.950471
-21.0,763,358.889287
-21.0,813,367.266945
-20.0,915,376.72249
-20.0,940,386.380428
-20.0,902,395.669526
-21.0,1002,406.046329
-20.0,1290,419.417716
-21.0,787,427.587312
-20.0,835,436.257129
-21.0,818,444.779143
-21.0,758,452.570173
-21.0,758,460.487931
-21.0,876,469.542825
-21.0,881,478.705403
-21.0,778,486.827884
-20.0,959,496.794228
-19.0,978,507.007928
-21.0,825,515.567778
-21.0,780,523.670274
-20.0,881,532.798647
-21.0,759,540.663479
-19.0,971,550.72141
-21.0,917,560.207928
-21.0,893,569.428225
-19.0,933,579.093915
-21.0,819,587.521114
-21.0,945,597.32234
-20.0,924,606.928598
-21.0,821,615.489507
-21.0,761,623.391627
-21.0,788,631.630419
-21.0,1087,642.98827
-21.0,757,650.815257
-21.0,824,659.306844
-20.0,866,668.345872
-18.0,1232,681.075839
-21.0,836,689.765493
-21.0,871,698.819209
-19.0,1000,709.168856
-20.0,901,718.503187
-21.0,847,727.272197
-21.0,884,736.417862
-20.0,869,745.459247
-21.0,824,753.982963
-19.0,1025,764.591398
-20.0,892,773.922081
-19.0,962,783.934824
-21.0,850,792.667535
-20.0,1037,803.401047
-21.0,764,811.316323
-21.0,758,819.232184
-21.0,823,827.742218
-21.0,846,836.534746
-19.0,986,846.773008
-21.0,967,856.844969
-21.0,1050,867.818755
-20.0,958,877.773545
-18.0,1056,888.745916
-21.0,822,897.320085
-19.0,1087,908.541502
-21.0,780,916.660383
-19.0,1021,927.329626
-20.0,949,937.200023
-21.0,1090,948.47261
-21.0,822,956.988529
-20.0,1109,968.538989
-20.0,954,978.485496
-21.0,761,986.394222
-21.0,835,995.113311
-21.0,877,1004.179765
-21.0,848,1013.068888
-21.0,758,1020.966088
-21.0,757,1028.745481
-21.0,780,1036.876001
-19.0,977,1047.006052
-21.0,938,1056.722441
-21.0,757,1064.567573
-21.0,776,1072.660756
-20.0,946,1082.507827
-17.0,1187,1094.839629
-21.0,824,1103.400512
-21.0,818,1111.865128
-21.0,824,1120.352859
-20.0,995,1130.709413
-21.0,841,1139.41826
-18.0,1188,1151.757681
-20.0,1054,1162.73291
-21.0,867,1171.703671
-20.0,986,1181.897849
-20.0,863,1190.848433
-21.0,852,1199.701516
-21.0,937,1209.428795
-21.0,820,1217.93256
-21.0,846,1226.632916
-20.0,980,1236.75838
-20.0,1136,1248.568007
-20.0,983,1258.738934
-21.0,782,1266.826942
-20.0,894,1276.155399
-21.0,850,1284.967786
-20.0,831,1293.595032
-20.0,959,1303.470867
-19.0,1086,1314.677015
-18.0,1175,1326.905064
-21.0,763,1334.797631
-21.0,817,1343.275856
-21.0,763,1351.220253
-21.0,761,1359.133705
-19.0,1023,1369.770741
-20.0,1123,1381.473712
-19.0,975,1391.679192
-21.0,850,1400.524215
-20.0,949,1410.372258
-21.0,954,1420.200924
-19.0,1189,1432.647914
-19.0,998,1442.966807
-21.0,958,1452.997437
-21.0,823,1461.538081
-21.0,822,1470.144589
-20.0,1127,1481.795166
-21.0,758,1489.721356
-21.0,822,1498.194181
-20.0,836,1506.920099
-21.0,926,1516.498761
-21.0,852,1525.364326
-21.0,869,1534.382765
-21.0,819,1542.904551
-21.0,762,1550.883327
-21.0,854,1559.854775
-21.0,881,1568.974753
-19.0,929,1578.669483
-21.0,970,1588.776634
-21.0,814,1597.263356
-21.0,968,1607.325521
-21.0,817,1615.829708
-20.0,1052,1626.74968
-21.0,757,1634.640011
-20.0,1043,1645.499275
-21.0,791,1653.766463
-21.0,912,1663.243679
-21.0,819,1671.764392
-21.0,818,1680.178636
-21.0,846,1688.986887
-20.0,1006,1699.462713
-20.0,863,1708.448968
-21.0,812,1716.810829
-20.0,896,1726.140294
-20.0,865,1735.225942
-19.0,1056,1746.139948
-21.0,813,1754.692679
-21.0,848,1763.467899
-21.0,821,1771.949815
-21.0,1021,1782.542815
-20.0,836,1791.252355
-20.0,837,1800.038134
-20.0,940,1809.807348
-21.0,880,1818.99462
-20.0,1124,1830.610917
-21.0,1063,1841.670889
-21.0,760,1849.61667
-21.0,883,1858.864413
-21.0,817,1867.330511
-17.0,1110,1878.845061
-20.0,914,1888.396617
-21.0,819,1896.857634
-19.0,1182,1909.120518
-21.0,762,1917.120391
-21.0,764,1924.945003
-21.0,763,1932.927583
-21.0,823,1941.540913
-21.0,758,1949.400399
-21.0,760,1957.270743
-19.0,999,1967.740683
-21.0,810,1976.173278
-21.0,822,1984.770279
-21.0,821,1993.292441
-19.0,991,2003.668346
-19.0,1038,2014.470113
-21.0,822,2023.058043
-20.0,1043,2033.985447
-19.0,971,2044.154932
-19.0,1130,2055.860165
-20.0,927,2065.505285
-20.0,951,2075.44738
-21.0,849,2084.226938
-20.0,946,2094.056755
-21.0,885,2103.298687
-20.0,1015,2113.909388
-21.0,941,2123.698307
-21.0,902,2133.101111
-20.0,1016,2143.638358
-21.0,760,2151.605025
-21.0,760,2159.483305
-20.0,897,2168.801261
-20.0,898,2178.157971
-20.0,898,2187.523219
-21.0,760,2195.475372
-21.0,823,2204.048256
-20.0,902,2213.403622
-21.0,821,2222.028664
-20.0,984,2232.25398
-21.0,823,2240.744579
-19.0,1035,2251.564695
-21.0,757,2259.469884
-21.0,761,2267.426379
-21.0,810,2275.84553
-19.0,1021,2286.433483
-21.0,819,2294.936104
-21.0,843,2303.738053
-19.0,1025,2314.419822
-21.0,909,2323.881907
-20.0,883,2333.018391
-19.0,1287,2346.45149
-20.0,1098,2357.89512
-21.0,899,2367.290228
-21.0,797,2375.572541
-21.0,851,2384.494714
-20.0,904,2393.887455
-21.0,958,2403.821221
-21.0,821,2412.408064
-21.0,866,2421.469641
-21.0,758,2429.375918
-21.0,758,2437.346867
-19.0,936,2447.087676
-21.0,907,2456.535089
-20.0,863,2465.569864
-21.0,971,2475.583599
-20.0,1062,2486.679237
-21.0,975,2496.851775
-21.0,805,2505.200148
-20.0,885,2514.434408
-21.0,763,2522.367735
-20.0,958,2532.347194
-21.0,763,2540.336472
-19.0,1004,2550.747702
-21.0,789,2558.945361
-21.0,816,2567.466574
-21.0,883,2576.590725
-21.0,761,2584.443808
-19.0,1009,2594.988107
-20.0,958,2604.967327
-20.0,976,2615.074465
-20.0,1005,2625.569021
-20.0,840,2634.377451
-20.0,840,2643.11586
-20.0,839,2651.796506
-20.0,988,2662.053205
-20.0,1005,2672.48576
-20.0,928,2682.136672
-21.0,878,2691.202846
-21.0,899,2700.476285
-19.0,1012,2711.010987
-20.0,895,2720.264166
-20.0,913,2729.765
-21.0,818,2738.277889
-21.0,757,2746.15008
-20.0,914,2755.684769
-21.0,763,2763.651172
-21.0,881,2772.872956
-20.0,838,2781.615267
-21.0,761,2789.546455
-21.0,760,2797.448048
-21.0,759,2805.367769
-21.0,900,2814.726251
-21.0,912,2824.266816
-21.0,852,2833.14903
-20.0,972,2843.238294
-20.0,1011,2853.897919
-21.0,847,2862.666
-20.0,867,2871.676392
-17.0,1103,2883.18178
-21.0,763,2891.092016
-21.0,759,2899.008583
-21.0,819,2907.510698
-20.0,835,2916.222325
-21.0,843,2925.0905
-20.0,974,2935.198829
-21.0,845,2943.961522
-21.0,820,2952.440808
-19.0,1019,2963.115515
-21.0,817,2971.647756
-21.0,849,2980.432345
-19.0,1087,2991.708215
-21.0,764,2999.641599
-18.0,1075,3010.917263
-21.0,791,3019.177406
-21.0,870,3028.275687
-21.0,764,3036.24368
-21.0,757,3044.124942
-21.0,808,3052.565394
-21.0,851,3061.398792
-20.0,949,3071.265301
-21.0,914,3080.738163
-20.0,946,3090.542366
-21.0,940,3100.267766
-21.0,996,3110.688885
-21.0,825,3119.299789
-21.0,966,3129.345434
-21.0,848,3138.180659
-20.0,1019,3148.808392
-20.0,1011,3159.377199
-21.0,779,3167.556607
-20.0,899,3176.889344
-21.0,839,3185.661798
-20.0,918,3195.303065
-21.0,783,3203.538755
-21.0,822,3212.136096
-20.0,842,3220.866808
-21.0,822,3229.384131
-19.0,1061,3240.49515
-21.0,937,3250.194275
-21.0,821,3258.774091
-20.0,839,3267.574773
-21.0,783,3275.780205
-20.0,837,3284.503242
-21.0,818,3292.984194
-21.0,776,3301.083495
-20.0,858,3310.012985
-21.0,824,3318.594944
-20.0,1185,3330.907863
-21.0,848,3339.733091
-21.0,818,3348.257586
-21.0,791,3356.534989
-19.0,1306,3370.088601
-20.0,979,3380.314746
-20.0,957,3390.252091
-20.0,892,3399.489497
-21.0,880,3408.559102
-20.0,871,3417.648876
-21.0,1088,3429.07318
-21.0,942,3438.830513
-21.0,908,3448.311004
-20.0,1126,3460.008561
-20.0,898,3469.343944
-19.0,1033,3480.12191
-18.0,1113,3491.713686
-21.0,763,3499.719697
-21.0,816,3508.205195
-21.0,835,3516.843305
-19.0,1111,3528.423224
-19.0,972,3538.61443
-21.0,976,3548.743182
-20.0,951,3558.618543
-21.0,760,3566.516623
-21.0,806,3574.872571
-21.0,764,3582.892652
-21.0,782,3591.009038
-19.0,995,3601.430526
