#{"t_start": 1641013625.7635472, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,786,9.686324
-20.0,926,19.161523
-21.0,763,27.000762
-21.0,873,36.095998
-21.0,852,44.913562
-21.0,821,53.538301
-21.0,884,62.646936
-19.0,1233,75.397203
-21.0,889,84.742412
-20.0,898,93.97771
-21.0,807,102.387696
-20.0,1107,113.823408
-21.0,865,122.806623
-21.0,883,132.064562
-18.0,1161,144.125866
-19.0,1013,154.586671
-21.0,764,162.531221
-21.0,853,171.392803
-21.0,953,181.224941
-19.0,1021,191.799142
-21.0,873,200.881147
-21.0,817,209.282676
-19.0,980,219.540159
-20.0,1110,230.973967
-20.0,1077,242.073796
-19.0,1052,252.917547
-21.0,843,261.665892
-21.0,880,270.781034
-21.0,910,280.173608
-21.0,820,288.719775
-20.0,999,299.015279
-21.0,821,307.476771
-21.0,845,316.230953
-21.0,805,324.554362
-20.0,993,334.866183
-21.0,893,344.100583
-16.0,1248,357.087843
-21.0,759,364.92062
-20.0,859,373.80735
-20.0,884,382.869708
-20.0,838,391.481561
-20.0,952,401.344719
-21.0,823,409.892841
-21.0,819,418.346026
-20.0,927,427.995685
-21.0,761,435.874579
-21.0,760,443.819208
-19.0,1144,455.616734
-21.0,761,463.527257
-21.0,761,471.417535
-21.0,852,480.295938
-19.0,959,490.317465
-18.0,1049,501.219332
-19.0,985,511.521588
-20.0,833,520.094039
-21.0,817,528.575752
-20.0,870,537.575669
-20.0,945,547.361158
-20.0,979,557.528367
-21.0,779,565.548494
-21.0,878,574.642452
-21.0,841,583.303019
-21.0,851,592.115499
-21.0,823,600.700212
-20.0,840,609.4355
-21.0,820,617.987655
-21.0,780,626.053371
-21.0,759,633.972109
-20.0,1062,645.083419
-20.0,926,654.643544
-21.0,848,663.445439
-20.0,898,672.785379
-21.0,937,682.477217
-21.0,824,691.014264
-20.0,927,700.589596
-21.0,821,709.111006
-20.0,898,718.427136
-21.0,760,726.321701
-21.0,854,735.150572
-21.0,826,743.701121
-20.0,1042,754.519877
-21.0,1034,765.326917
-20.0,836,773.982224
-21.0,882,783.109893
-21.0,763,790.911121
-20.0,1075,802.075186
-21.0,819,810.616436
-21.0,823,819.177546
-20.0,958,829.130834
-19.0,982,839.316857
-20.0,870,848.400414
-21.0,789,856.549707
-21.0,775,864.591627
-20.0,1023,875.270135
-18.0,1115,886.891182
-20.0,939,896.66958
-20.0,946,906.414981
-20.0,988,916.725503
-21.0,792,924.921244
-19.0,1076,936.141893
-21.0,814,944.545989
-18.0,1149,956.513351
-19.0,945,966.314905
-19.0,987,976.640677
-21.0,819,985.146574
-21.0,760,993.056227
-21.0,762,1000.950231
-21.0,820,1009.471426
-21.0,836,1018.266619
-18.0,1183,1030.51157
-21.0,909,1039.948138
-20.0,855,1048.793468
-21.0,877,1057.94359
-21.0,762,1065.852028
-20.0,836,1074.57479
-20.0,1001,1084.968125
-18.0,1073,1096.102201
-21.0,849,1104.92516
-20.0,971,1114.949038
-20.0,984,1125.120994
-21.0,838,1133.784611
-20.0,1045,1144.661317
-21.0,836,1153.343862
-21.0,1120,1164.953836
-21.0,848,1173.768977
-19.0,1053,1184.684572
-20.0,849,1193.507128
-21.0,883,1202.674617
-21.0,791,1210.854027
-21.0,883,1220.051853
-21.0,850,1228.818291
-20.0,1002,1239.165096
-21.0,916,1248.650851
-20.0,1138,1260.410048
-20.0,835,1269.114336
-21.0,1024,1279.715103
-21.0,758,1287.570419
-19.0,1084,1298.797983
-20.0,837,1307.450383
-21.0,789,1315.564857
-19.0,1008,1326.009491
-20.0,917,1335.617626
-20.0,952,1345.512213
-21.0,761,1353.437357
-21.0,763,1361.332598
-21.0,819,1369.83728
-21.0,761,1377.765076
-21.0,826,1386.356517
-21.0,757,1394.262893
-18.0,1145,1406.18531
-20.0,947,1415.982789
-21.0,838,1424.62718
-21.0,817,1433.203034
-21.0,1001,1443.584875
-20.0,943,1453.429205
-21.0,758,1461.282977
-21.0,977,1471.508144
-19.0,1001,1481.863361
-20.0,1229,1494.638189
-20.0,929,1504.253943
-19.0,1026,1514.892272
-21.0,824,1523.412433
-20.0,948,1533.291611
-21.0,760,1541.257216
-20.0,892,1550.570722
-20.0,1030,1561.415351
-19.0,1022,1572.009245
-20.0,928,1581.658678
-20.0,914,1591.190448
-19.0,980,1601.354469
-21.0,820,1609.929233
-20.0,898,1619.294309
-21.0,818,1627.754709
-21.0,847,1636.538333
-20.0,840,1645.317166
-20.0,1120,1657.008414
-21.0,764,1664.923713
-21.0,965,1674.949779
-19.0,1072,1686.039668
-20.0,958,1696.048022
-17.0,1270,1709.256538
-19.0,1006,1719.641084
-21.0,935,1729.463407
-21.0,763,1737.429904
-21.0,852,1746.225006
-20.0,902,1755.660725
-20.0,1038,1766.428099
-21.0,820,1774.880632
-21.0,786,1783.065134
-21.0,818,1791.589462
-20.0,1056,1802.648151
-20.0,986,1812.881817
-21.0,939,1822.668112
-21.0,879,1831.742224
-19.0,1003,1842.189462
-21.0,885,1851.460143
-21.0,868,1860.555557
-21.0,817,1868.99304
-21.0,879,1878.104652
-19.0,1146,1890.085749
-21.0,759,1897.921227
-21.0,763,1905.845223
-21.0,764,1913.786978
-21.0,762,1921.723937
-21.0,764,1929.645478
-21.0,763,1937.59904
-21.0,885,1946.774317
-21.0,788,1954.96464
-21.0,761,1962.919484
-21.0,806,1971.340384
-20.0,865,1980.39695
-21.0,785,1988.54553
-20.0,913,1998.099597
-19.0,918,2007.669274
-20.0,840,2016.433496
-21.0,763,2024.363848
-20.0,902,2033.796576
-21.0,882,2043.026119
-20.0,838,2051.727899
-19.0,1094,2063.080547
-21.0,910,2072.577309
-20.0,929,2082.237693
-21.0,857,2091.12345
-21.0,862,2100.116119
-18.0,1048,2111.082092
-20.0,852,2119.946634
-21.0,819,2128.451401
-18.0,1030,2139.191813
-19.0,996,2149.585136
-21.0,762,2157.490608
-18.0,1197,2169.997811
-20.0,863,2178.937617
-21.0,822,2187.494354
-21.0,825,2196.14005
-20.0,895,2205.438429
-21.0,760,2213.325573
-21.0,763,2221.315218
-19.0,1116,2232.966523
-20.0,1004,2243.383592
-21.0,764,2251.305829
-21.0,937,2261.159591
-20.0,912,2270.625799
-21.0,819,2279.185083
-21.0,780,2287.268093
-21.0,909,2296.67296
-20.0,839,2305.394549
-18.0,1062,2316.508946
-21.0,944,2326.319785
-19.0,1044,2337.1221
-19.0,1085,2348.463233
-21.0,894,2357.770488
-21.0,859,2366.759977
-20.0,988,2377.062261
-21.0,761,2385.033189
-20.0,982,2395.230466
-21.0,792,2403.434953
-20.0,896,2412.81007
-21.0,877,2421.9727
-20.0,899,2431.359316
-20.0,943,2441.286847
-21.0,821,2449.842061
-20.0,986,2460.096906
-21.0,866,2469.080664
-21.0,791,2477.259848
-21.0,824,2485.866423
-18.0,1111,2497.481077
-21.0,759,2505.350959
-20.0,974,2515.501171
-21.0,789,2523.665145
-21.0,864,2532.73445
-20.0,981,2542.958822
-21.0,847,2551.75902
-21.0,791,2559.9805
-20.0,933,2569.689683
-21.0,867,2578.655398
-21.0,962,2588.61728
-21.0,848,2597.475831
-21.0,852,2606.38038
-20.0,961,2616.310971
-20.0,899,2625.693345
-20.0,866,2634.785099
-21.0,804,2643.146023
-21.0,823,2651.618763
-20.0,924,2661.231466
-20.0,1001,2671.618066
-20.0,916,2681.112782
-21.0,873,2690.171617
-20.0,927,2699.750737
-21.0,824,2708.310191
-20.0,842,2717.013776
-21.0,760,2724.901162
-19.0,1005,2735.390158
-21.0,880,2744.50947
-19.0,942,2754.304712
-21.0,840,2763.132972
-21.0,825,2771.751225
-21.0,851,2780.642484
-21.0,762,2788.596902
-21.0,763,2796.53337
-21.0,760,2804.475985
-21.0,762,2812.410471
-20.0,835,2821.087321
-21.0,843,2829.851275
-20.0,1031,2840.581499
-21.0,809,2849.102202
-20.0,834,2857.761683
-20.0,975,2867.946683
-20.0,854,2876.87139
-19.0,945,2886.668969
-21.0,818,2895.200806
-21.0,763,2903.053607
-20.0,973,2913.199403
-19.0,1030,2924.027512
-20.0,957,2933.968856
-21.0,845,2942.727541
-20.0,942,2952.511441
-20.0,840,2961.257765
-19.0,1207,2973.834293
-21.0,1001,2984.231285
-19.0,977,2994.355178
-21.0,823,3002.963066
-21.0,762,3010.97318
-21.0,761,3018.887076
-20.0,901,3028.343764
-21.0,762,3036.296646
-21.0,809,3044.71146
-20.0,900,3054.100611
-19.0,1050,3065.008749
-21.0,867,3074.037808
-20.0,898,3083.337059
-21.0,780,3091.382737
-21.0,870,3100.424833
-21.0,824,3109.028846
-21.0,819,3117.550113
-20.0,831,3126.204517
-21.0,824,3134.750663
-21.0,909,3144.267983
-20.0,895,3153.591289
-21.0,847,3162.445162
-20.0,869,3171.551314
-21.0,1030,3182.29503
-20.0,956,3192.260267
-20.0,956,3202.351304
-21.0,970,3212.53814
-21.0,941,3222.305493
-20.0,922,3231.887582
-21.0,806,3240.278744
-21.0,758,3248.134796
-21.0,777,3256.234925
-20.0,895,3265.605188
-21.0,934,3275.393657
-20.0,942,3285.261177
-21.0,871,3294.378899
-20.0,979,3304.534621
-20.0,1035,3315.310684
-20.0,946,3325.128408
-17.0,1226,3337.834529
-19.0,921,3347.441321
-21.0,818,3355.958664
-20.0,859,3364.944597
-21.0,821,3373.472758
-19.0,1164,3385.596913
-20.0,964,3395.628692
-20.0,1079,3406.748462
-19.0,934,3416.462463
-17.0,1305,3430.183157
-18.0,1231,3442.979357
-20.0,1006,3453.4374
-19.0,1058,3464.400433
-21.0,850,3473.27582
-21.0,848,3482.09803
-20.0,991,3492.422591
-20.0,955,3502.383508
-20.0,1058,3513.410317
-21.0,820,3521.967946
-20.0,1009,3532.492026
-21.0,1024,3543.142061
-19.0,1201,3555.597466
-20.0,866,3564.623128
-21.0,763,3572.55622
-21.0,882,3581.791162
-21.0,786,3589.932582
-20.0,912,3599.501344
-21.0,853,3608.326004
-21.0,832,3617.006883
-20.0,1036,3627.89923
-21.0,759,3635.779857
-21.0,761,3643.743575
-18.0,1056,3654.785419
-21.0,822,3663.317428
-21.0,937,3673.018922
-21.0,818,3681.511266
-21.0,764,3689.467323
-21.0,820,3698.102396
-21.0,758,3705.999944
