#{"t_start": 1641013625.759133, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,764,9.51043
-21.0,869,18.309909
-18.0,1312,31.997266
-20.0,933,41.627435
-20.0,954,51.626533
-21.0,913,61.051167
-21.0,764,68.931687
-21.0,758,76.763678
-20.0,865,85.85338
-19.0,1009,96.303763
-20.0,916,105.81487
-21.0,884,114.936008
-20.0,952,124.791499
-20.0,927,134.478595
-21.0,762,142.388222
-20.0,910,151.793683
-21.0,760,159.670518
-21.0,1030,170.384644
-21.0,1003,180.745251
-20.0,979,190.849049
-21.0,906,200.296736
-21.0,883,209.431585
-20.0,836,218.152652
-20.0,1019,228.668986
-20.0,1021,239.140558
-21.0,818,247.587097
-21.0,783,255.737174
-20.0,914,265.112213
-21.0,899,274.480452
-20.0,986,284.734544
-20.0,866,293.650619
-21.0,1000,303.957196
-21.0,783,312.077649
-19.0,999,322.401974
-20.0,987,332.641927
-19.0,967,342.641734
-21.0,850,351.492009
-21.0,874,360.55239
-20.0,896,369.786512
-20.0,866,378.728447
-20.0,1048,389.47659
-20.0,837,398.144468
-20.0,954,408.041159
-21.0,846,416.79078
-19.0,1127,428.53852
-21.0,758,436.382154
-21.0,909,445.875299
-21.0,822,454.345794
-21.0,762,462.216816
-21.0,758,470.087958
-21.0,846,478.891617
-20.0,921,488.479462
-18.0,1050,499.421949
-18.0,1063,510.53218
-21.0,791,518.702822
-21.0,943,528.474367
-20.0,957,538.400621
-21.0,880,547.511452
-20.0,922,557.017699
-21.0,879,566.172433
-21.0,849,574.940844
-19.0,976,585.03785
-21.0,969,595.079773
-20.0,923,604.655376
-20.0,940,614.45583
-21.0,913,623.929159
-20.0,902,633.341488
-21.0,791,641.596758
-20.0,954,651.506538
-19.0,1081,662.700838
-21.0,778,670.781189
-21.0,1057,681.706934
-21.0,844,690.476964
-20.0,1022,701.064379
-20.0,837,709.741095
-19.0,1073,720.908834
-21.0,764,728.774222
-21.0,761,736.649881
-21.0,815,745.12017
-21.0,876,754.186807
-20.0,952,764.023967
-21.0,896,773.396923
-20.0,959,783.376057
-21.0,909,792.747755
-21.0,847,801.448667
-20.0,866,810.49677
-21.0,763,818.431959
-17.0,1186,830.754716
-20.0,838,839.453502
-21.0,815,847.907799
-21.0,759,855.785994
-21.0,782,863.866024
-21.0,971,874.01364
-21.0,787,882.257061
-19.0,1023,892.865834
-20.0,1138,904.608104
