#{"t_start": 1641013625.764844, "env_id": "PongNoFrameskip-v4"}
r,l,t
-21.0,900,10.802655
-21.0,764,18.643443
-21.0,927,28.273312
-21.0,764,36.178807
-21.0,991,46.433064
-19.0,1068,57.585553
-21.0,839,66.20899
-21.0,852,75.038303
-21.0,757,82.978884
-20.0,962,92.944505
-20.0,896,102.226251
-21.0,762,110.119034
-20.0,935,119.801573
-21.0,823,128.414531
-18.0,1115,140.003147
-21.0,761,147.941958
-21.0,852,156.733642
-21.0,762,164.620048
-19.0,943,174.432755
-20.0,987,184.621189
-21.0,870,193.60782
-21.0,1040,204.394255
-20.0,1129,216.157829
-19.0,1025,226.745209
-19.0,1052,237.564874
-19.0,1052,248.442236
-20.0,953,258.322809
-21.0,881,267.443
-19.0,1126,279.038146
-20.0,980,289.274991
-20.0,898,298.47582
-19.0,970,308.547338
-20.0,1049,319.388728
-21.0,959,329.363199
-21.0,843,338.126422
-21.0,807,346.406669
-19.0,914,355.945786
-19.0,1022,366.497195
-21.0,910,375.916891
-20.0,966,385.828481
-21.0,870,394.800693
-19.0,1132,406.533596
-19.0,1051,417.411062
-20.0,835,426.048873
-21.0,839,434.753901
-19.0,1057,445.816384
-21.0,760,453.642438
-20.0,897,462.926912
-21.0,762,470.854213
-21.0,840,479.586545
-20.0,897,488.93818
-20.0,963,498.954949
-20.0,899,508.330308
-20.0,900,517.679091
-21.0,781,525.743193
-20.0,962,535.701723
-21.0,848,544.512763
-20.0,921,554.043333
-21.0,820,562.551965
-19.0,1050,573.361351
-21.0,1028,584.029095
-21.0,880,593.103856
-21.0,914,602.628336
-21.0,849,611.472704
-21.0,759,619.36716
-21.0,764,627.296181
-21.0,763,635.321802
-21.0,906,644.747375
-18.0,1082,655.920986
-20.0,839,664.642282
-21.0,974,674.767624
-20.0,839,683.452131
-20.0,949,693.295646
-20.0,947,703.087696
-21.0,887,712.294344
-21.0,961,722.278169
-21.0,763,730.128479
-21.0,759,738.027887
-20.0,985,748.246731
-19.0,959,758.191653
-20.0,975,768.370566
-17.0,1232,781.07099
-21.0,795,789.286525
-19.0,1099,800.634159
-21.0,817,809.15121
-21.0,846,817.94728
-21.0,757,825.799737
-20.0,1015,836.328957
-19.0,937,846.06223
-19.0,1004,856.508485
-21.0,856,865.4409
-20.0,918,874.993164
-21.0,866,883.996605
-21.0,782,892.124268
-20.0,951,902.018162
-21.0,826,910.568985
-21.0,821,919.135971
-20.0,834,927.833444
-21.0,970,937.936812
-19.0,948,947.705462
-20.0,1048,958.618668
-21.0,921,968.17547
-20.0,896,977.523242
-20.0,923,987.115191
-21.0,761,995.047703
-21.0,757,1002.863274
-21.0,761,1010.850149
-21.0,913,1020.386938
-21.0,810,1028.691494
-19.0,1138,1040.568152
-20.0,915,1050.058622
-21.0,836,1058.757381
-20.0,909,1068.198687
-19.0,1010,1078.711626
-21.0,906,1088.119462
-20.0,1036,1098.856621
-19.0,1054,1109.757113
-19.0,1114,1121.290276
-21.0,791,1129.531741
-21.0,875,1138.554464
-20.0,952,1148.435493
-19.0,1126,1160.167606
-19.0,916,1169.611327
-18.0,1134,1181.346248
-21.0,777,1189.400487
-21.0,841,1198.145683
-20.0,910,1207.627287
-21.0,883,1216.753284
-21.0,820,1225.265147
-20.0,840,1233.993362
-21.0,847,1242.73796
-21.0,786,1250.878384
-21.0,867,1259.824729
-20.0,835,1268.506502
-21.0,1003,1278.894386
-20.0,992,1289.203503
-21.0,792,1297.408347
-19.0,1024,1307.9554
-20.0,956,1317.863739
-21.0,848,1326.612039
-21.0,762,1334.542018
-21.0,849,1343.367944
-21.0,842,1352.150656
-20.0,903,1361.556216
-21.0,893,1370.816089
-21.0,757,1378.690333
-20.0,858,1387.646497
-21.0,807,1396.075251
-21.0,846,1404.799722
-21.0,757,1412.721101
-20.0,831,1421.290914
-21.0,850,1430.132498
-21.0,868,1439.140081
-20.0,870,1448.213648
-21.0,840,1456.98365
-21.0,758,1464.899857
-19.0,954,1474.823383
-19.0,1148,1486.745046
-21.0,778,1494.799544
-20.0,1000,1505.177152
-20.0,830,1513.730466
-21.0,967,1523.771599
-20.0,835,1532.446054
-20.0,960,1542.490094
-21.0,791,1550.773123
-21.0,760,1558.772653
-21.0,942,1568.517157
-21.0,880,1577.669277
-21.0,817,1586.181535
-19.0,928,1595.877164
-17.0,1324,1609.677361
-20.0,902,1619.046788
-21.0,911,1628.512018
-19.0,939,1638.27896
-21.0,1031,1649.080825
-20.0,899,1658.441027
-21.0,844,1667.210674
-20.0,995,1677.497004
-21.0,822,1685.953331
-21.0,957,1695.965999
-20.0,988,1706.240158
-21.0,904,1715.612277
-21.0,911,1725.096267
-21.0,879,1734.300573
-21.0,811,1742.709277
-21.0,805,1751.162724
-20.0,855,1760.046894
-20.0,913,1769.429634
-21.0,882,1778.594522
-21.0,877,1787.742648
-21.0,1002,1798.223293
-21.0,864,1807.229831
-20.0,834,1815.927605
-20.0,887,1825.109301
-21.0,915,1834.576935
-20.0,837,1843.301365
-21.0,840,1852.061046
-21.0,824,1860.71388
-21.0,912,1870.131158
-20.0,1038,1880.952289
-21.0,825,1889.508834
-20.0,874,1898.584664
-21.0,760,1906.476301
-21.0,843,1915.235898
-19.0,995,1925.521897
-21.0,762,1933.461995
-21.0,762,1941.433671
-21.0,761,1949.324345
-21.0,758,1957.177786
-20.0,852,1966.112316
-21.0,760,1974.039288
-21.0,824,1982.641194
-21.0,759,1990.542139
-21.0,760,1998.517164
-21.0,925,2008.133447
-21.0,760,2016.059266
-20.0,864,2025.095347
-19.0,1219,2037.846944
-21.0,817,2046.346669
-20.0,870,2055.354356
-20.0,923,2064.971975
-20.0,865,2074.023094
-20.0,1039,2084.817894
-21.0,940,2094.562373
-19.0,1102,2106.08831
-19.0,1008,2116.595737
-21.0,821,2125.137661
-21.0,866,2134.187835
-21.0,822,2142.689375
-20.0,839,2151.458936
-21.0,762,2159.34716
-21.0,789,2167.569466
-21.0,941,2177.345944
-21.0,759,2185.236792
-20.0,898,2194.601912
-21.0,759,2202.528923
-21.0,808,2210.940588
-21.0,844,2219.784281
-20.0,920,2229.366971
-21.0,825,2237.950475
-19.0,1022,2248.528996
-21.0,761,2256.509891
-21.0,761,2264.424588
-21.0,778,2272.571009
-20.0,896,2281.893283
-21.0,779,2289.99948
-20.0,975,2300.146444
-20.0,923,2309.710285
-21.0,782,2317.868871
-21.0,1100,2329.266564
-20.0,859,2338.218305
-21.0,813,2346.705928
-21.0,759,2354.56083
-18.0,1069,2365.742785
-21.0,822,2374.310495
-21.0,971,2384.466456
-20.0,991,2394.775478
-21.0,903,2404.146257
-21.0,871,2413.269969
-20.0,925,2422.911156
-21.0,848,2431.806067
-21.0,760,2439.769967
-21.0,778,2447.864079
-20.0,838,2456.591383
-21.0,761,2464.540045
-19.0,1024,2475.119424
-20.0,978,2485.29252
-21.0,759,2493.229993
-21.0,837,2501.975771
-20.0,888,2511.2423
-20.0,899,2520.556195
-20.0,895,2529.91908
-21.0,838,2538.652084
-21.0,884,2547.816198
-19.0,953,2557.665315
-21.0,836,2566.434045
-20.0,977,2576.543822
-20.0,924,2586.086921
-19.0,1054,2597.097112
-20.0,1063,2608.175336
-20.0,957,2618.103799
-20.0,941,2627.945838
-21.0,819,2636.527061
-21.0,907,2645.920238
-19.0,945,2655.748413
-21.0,971,2665.850268
-21.0,881,2675.010969
-19.0,1069,2686.064394
-21.0,856,2694.918986
-21.0,820,2703.367708
-21.0,841,2712.1404
-21.0,764,2720.002887
-21.0,761,2727.913279
-21.0,761,2735.875335
-19.0,1103,2747.301606
-21.0,820,2755.891717
-21.0,762,2763.836336
-21.0,758,2771.781364
-21.0,785,2779.912214
-21.0,760,2787.887405
-21.0,761,2795.811269
-21.0,759,2803.723534
-21.0,761,2811.679084
-21.0,911,2821.147344
-21.0,912,2830.640873
-20.0,968,2840.707481
-21.0,763,2848.728784
-21.0,879,2857.874449
-21.0,870,2866.94152
-19.0,1074,2878.142935
-21.0,759,2886.039733
-21.0,788,2894.247102
-20.0,923,2903.776397
-19.0,937,2913.568198
-21.0,761,2921.518207
-18.0,1096,2932.910729
-19.0,1113,2944.529168
-19.0,1110,2956.071026
-20.0,943,2965.914784
-20.0,894,2975.153239
-19.0,1036,2985.956091
-21.0,760,2993.818618
-21.0,759,3001.749747
-20.0,840,3010.545793
-21.0,817,3019.082406
-21.0,764,3027.06733
-21.0,788,3035.289305
-19.0,1070,3046.456784
-21.0,937,3056.218949
-21.0,787,3064.389285
-20.0,963,3074.460042
-20.0,959,3084.36992
-20.0,837,3092.975733
-20.0,1113,3104.569676
-20.0,842,3113.347895
-20.0,834,3122.069723
-20.0,921,3131.639595
-20.0,990,3141.942841
-19.0,1074,3153.129491
-21.0,817,3161.712644
-19.0,1026,3172.439722
-20.0,1040,3183.318556
-21.0,882,3192.512414
-20.0,928,3202.279549
-21.0,934,3212.076467
-21.0,824,3220.596051
-21.0,909,3230.078062
-19.0,942,3239.876256
-21.0,846,3248.690509
-20.0,843,3257.501571
-20.0,894,3266.829024
-21.0,850,3275.750291
-21.0,839,3284.506687
-20.0,920,3294.127413
-21.0,945,3303.914821
-21.0,781,3312.044407
-19.0,927,3321.723995
-21.0,1105,3333.19832
-21.0,879,3342.336509
-21.0,790,3350.534947
-21.0,899,3359.924357
-21.0,880,3369.076746
-19.0,937,3378.837754
-20.0,901,3388.215254
-20.0,1065,3399.23148
-20.0,1180,3411.461093
-21.0,877,3420.677321
-20.0,957,3430.716154
-21.0,1015,3441.280404
-21.0,779,3449.382006
-21.0,762,3457.277269
-21.0,906,3466.651992
-21.0,762,3474.625702
-21.0,762,3482.531114
-15.0,1497,3498.165524
-21.0,821,3506.684345
-20.0,921,3516.269558
-20.0,1066,3527.344735
-20.0,920,3536.977457
-21.0,819,3545.504682
-21.0,969,3555.53183
-19.0,1045,3566.434642
-20.0,901,3575.81025
-21.0,786,3584.023105
