#{"t_start": 1641013625.7518988, "env_id": "PongNoFrameskip-v4"}
r,l,t
-19.0,1011,11.976422
-20.0,863,20.901542
-21.0,850,29.718042
-19.0,993,39.983117
-21.0,848,48.849477
-21.0,781,56.879473
-19.0,1122,68.489256
-21.0,821,77.008535
-21.0,758,84.968337
-20.0,840,93.607536
-20.0,898,102.951694
-20.0,1012,113.410446
-20.0,929,123.059955
-20.0,895,132.434371
-21.0,764,140.327554
-21.0,906,149.764115
-20.0,998,160.066785
-21.0,880,169.227429
-19.0,940,178.95062
-20.0,871,187.897078
-20.0,897,197.241344
-17.0,1230,210.018
-21.0,777,218.097447
-21.0,788,226.193355
-21.0,1178,238.351685
-21.0,969,248.34917
-20.0,924,257.929729
-20.0,836,266.601959
-19.0,1031,277.253824
-21.0,850,286.090573
-19.0,966,296.008669
-20.0,962,305.985886
-20.0,830,314.588229
-18.0,1076,325.678557
-19.0,964,335.704112
-20.0,925,345.273151
-21.0,817,353.77999
-20.0,899,363.072539
-21.0,878,372.128088
-19.0,972,382.132028
-21.0,864,391.024729
-21.0,821,399.503631
-21.0,806,407.878515
-19.0,1074,419.005617
-20.0,900,428.373245
-20.0,836,437.059981
-21.0,785,445.240898
-21.0,762,453.067469
-21.0,908,462.490146
-19.0,997,472.872385
-21.0,923,482.451531
-19.0,974,492.623055
-21.0,821,501.154568
-19.0,963,511.21096
-20.0,1033,521.950658
-21.0,839,530.603431
-20.0,875,539.672374
-21.0,990,549.940665
-19.0,1032,560.612193
-21.0,882,569.72393
-20.0,896,578.989084
-21.0,912,588.426154
-20.0,927,598.030667
-20.0,864,607.007802
-21.0,823,615.589292
-21.0,943,625.389553
-20.0,839,634.151215
-21.0,865,643.202893
-21.0,879,652.288245
-21.0,820,660.740307
-20.0,933,670.456497
-21.0,787,678.625066
-21.0,817,687.068993
-20.0,840,695.822155
-20.0,924,705.373435
-21.0,819,713.881328
-21.0,762,721.784373
-20.0,1072,732.848463
-21.0,763,740.800897
-19.0,1003,751.18894
-21.0,874,760.239181
-18.0,1232,773.039606
-20.0,850,781.823263
-21.0,1029,792.481111
-21.0,880,801.562219
-21.0,762,809.503766
-21.0,759,817.394347
-21.0,762,825.28122
-19.0,1016,835.82979
-19.0,1010,846.340018
-21.0,817,854.803279
-21.0,818,863.278109
-21.0,941,873.146353
-21.0,798,881.465985
-20.0,978,891.605912
-20.0,930,901.29811
-19.0,930,910.946827
-20.0,989,921.241662
-20.0,945,931.042548
-21.0,944,940.860651
-21.0,896,950.176771
-21.0,821,958.713742
-21.0,882,967.834147
-18.0,1117,979.533915
-21.0,762,987.438802
-21.0,931,997.108341
-21.0,791,1005.319851
-21.0,837,1014.104005
-21.0,900,1023.443671
-21.0,763,1031.34795
-21.0,790,1039.506534
-18.0,1109,1051.060241
-20.0,874,1060.105695
-21.0,791,1068.382373
-21.0,935,1078.092435
-20.0,948,1087.916414
-20.0,945,1097.72262
-20.0,1007,1108.125607
-20.0,945,1117.936127
-21.0,932,1127.573748
-19.0,1162,1139.660455
