#{"t_start": 1641013625.765037, "env_id": "PongNoFrameskip-v4"}
r,l,t
-19.0,997,11.794959
-21.0,758,19.625867
-21.0,823,28.126229
-20.0,973,38.188471
-20.0,930,47.889597
-20.0,960,57.920575
-21.0,763,65.710057
-20.0,875,74.751679
-19.0,933,84.542827
-19.0,1280,97.863539
-21.0,848,106.661494
-21.0,822,115.158788
-21.0,927,124.729363
-21.0,763,132.751757
-21.0,764,140.655293
-21.0,759,148.548914
-20.0,923,158.094502
-20.0,840,166.811902
-21.0,787,174.980303
-21.0,820,183.438227
-21.0,852,192.238022
-20.0,1010,202.741182
-21.0,898,212.033628
-19.0,996,222.373997
-20.0,939,232.050551
-21.0,1062,243.017826
-21.0,846,251.732903
-20.0,956,261.631311
-21.0,827,270.210623
-21.0,819,278.642072
-21.0,788,286.86552
-21.0,928,296.393107
-21.0,856,305.271775
-20.0,867,314.25038
-20.0,926,323.782791
-20.0,861,332.754761
-21.0,815,341.197365
-21.0,817,349.648476
-20.0,839,358.392738
-18.0,1093,369.625892
-21.0,789,377.786734
-21.0,820,386.237339
-21.0,968,396.225831
-21.0,822,404.762529
-20.0,840,413.435534
-21.0,943,423.208396
-21.0,825,431.758229
-21.0,789,440.007381
-21.0,763,447.899852
-21.0,758,455.722607
-21.0,757,463.590584
-21.0,835,472.270017
-19.0,970,482.330585
-21.0,917,491.928469
-21.0,850,500.742191
-21.0,878,509.917421
-19.0,1020,520.486035
-21.0,900,529.798064
-21.0,851,538.632628
-18.0,1059,549.606275
-21.0,786,557.754924
-21.0,787,565.863723
-21.0,807,574.182616
-20.0,832,582.750067
-21.0,866,591.73737
-20.0,842,600.505348
-21.0,786,608.680274
-20.0,859,617.649583
-21.0,758,625.507826
-21.0,824,634.098228
-20.0,931,643.838528
-21.0,897,653.105199
-21.0,986,663.323283
-21.0,758,671.194363
-20.0,979,681.31038
-20.0,1048,692.198444
-20.0,987,702.421531
-20.0,979,712.616478
-20.0,1159,724.663477
-21.0,758,732.45435
-21.0,759,740.348199
-21.0,851,749.17975
-21.0,826,757.726791
-19.0,969,767.8467
-20.0,908,777.259736
-20.0,902,786.585277
-19.0,992,796.80414
-18.0,1074,807.929736
-21.0,758,815.787508
-21.0,762,823.720531
-20.0,947,833.574291
-19.0,988,843.818727
-21.0,809,852.236264
-20.0,888,861.441587
-21.0,924,871.10807
-21.0,845,879.908756
-20.0,1042,890.707975
-21.0,884,899.917129
-21.0,809,908.282622
-21.0,887,917.577263
-21.0,775,925.548297
-19.0,1082,936.837293
-21.0,820,945.332997
-21.0,913,954.784302
-21.0,942,964.579143
-20.0,920,974.178026
-20.0,866,983.201148
-20.0,1000,993.60907
-21.0,763,1001.510457
-21.0,790,1009.737877
-21.0,760,1017.71404
-21.0,837,1026.362245
-20.0,977,1036.522646
-20.0,962,1046.503932
-19.0,994,1056.80886
-20.0,915,1066.351215
-21.0,809,1074.81427
-18.0,1098,1086.166599
-21.0,851,1094.993817
-21.0,869,1104.045526
-21.0,998,1114.341166
-21.0,817,1122.765133
-19.0,1014,1133.259931
-21.0,824,1141.851182
-21.0,874,1150.910402
-21.0,879,1160.036175
-21.0,915,1169.471292
-21.0,967,1179.522019
-19.0,955,1189.402388
-20.0,1079,1200.69581
-21.0,842,1209.399282
-20.0,975,1219.539124
-20.0,1129,1231.208871
-20.0,955,1241.100009
-20.0,934,1250.7586
-20.0,987,1260.983611
-20.0,922,1270.579158
-19.0,990,1280.839108
-21.0,880,1289.936849
-21.0,871,1298.952826
-21.0,1007,1309.355742
-18.0,1146,1321.18496
-20.0,897,1330.502752
-21.0,816,1338.979442
-20.0,850,1347.852858
-21.0,759,1355.723388
-21.0,761,1363.639386
-20.0,868,1372.650823
-21.0,757,1380.566015
-21.0,882,1389.771298
-20.0,990,1400.070435
-21.0,945,1409.86525
-21.0,850,1418.645814
-21.0,1107,1430.187595
-21.0,973,1440.265879
-21.0,823,1448.889629
-21.0,878,1458.038597
-21.0,880,1467.199844
-20.0,943,1477.042239
-21.0,823,1485.573156
-20.0,1022,1496.126812
-18.0,1021,1506.768185
-17.0,1166,1518.825401
-21.0,818,1527.338373
-21.0,878,1536.50971
-21.0,762,1544.428016
-21.0,757,1552.375119
-20.0,873,1561.563497
-21.0,820,1570.043957
-21.0,798,1578.303914
-20.0,837,1586.992651
-20.0,881,1596.245346
-21.0,973,1606.331111
-21.0,848,1615.155685
-21.0,758,1623.04231
-21.0,788,1631.193604
-21.0,886,1640.444004
-19.0,1034,1651.265682
-21.0,959,1661.261955
-21.0,959,1671.176873
-20.0,973,1681.220054
-20.0,900,1690.636244
-20.0,974,1700.756965
-20.0,1009,1711.206177
-19.0,1098,1722.609351
-21.0,796,1730.963074
-20.0,959,1740.93381
-20.0,1019,1751.622563
-21.0,785,1759.734584
-19.0,916,1769.161947
-21.0,787,1777.341381
-20.0,833,1785.964882
-20.0,835,1794.7074
-21.0,970,1804.882134
-20.0,943,1814.666151
-19.0,1051,1825.635946
-20.0,993,1835.921591
-21.0,841,1844.675501
-21.0,853,1853.608443
-20.0,1008,1864.090395
-21.0,1050,1874.980705
-20.0,931,1884.695328
-21.0,819,1893.181515
-17.0,1155,1905.121967
-21.0,841,1913.90676
-21.0,1002,1924.263917
-18.0,1334,1938.225397
-20.0,1036,1948.975901
-21.0,758,1956.83062
-21.0,822,1965.424396
-21.0,758,1973.338741
-19.0,1129,1985.161813
-20.0,897,1994.526605
-21.0,760,2002.451205
-21.0,870,2011.487267
-19.0,1085,2022.809931
-21.0,817,2031.366026
-21.0,861,2040.351355
-19.0,1061,2051.374264
-20.0,1078,2062.599104
-19.0,1015,2073.189197
-21.0,791,2081.398816
-21.0,850,2090.209878
-21.0,848,2099.051967
-20.0,950,2109.015462
-21.0,1009,2119.515308
-21.0,1032,2130.26603
-20.0,967,2140.333654
-21.0,762,2148.26324
-21.0,763,2156.199183
-21.0,761,2164.149003
-19.0,980,2174.345142
