#{"t_start": 1641047792.9904847, "env_id": "SeaquestNoFrameskip-v4"}
r,l,t
80.0,526,8.209944
40.0,420,11.978049
320.0,972,22.463059
540.0,1544,39.184581
80.0,468,44.20556
360.0,1279,57.920242
260.0,909,67.722295
300.0,1060,79.049922
260.0,776,87.244181
540.0,1660,104.882561
220.0,825,113.645685
380.0,1133,125.713162
240.0,802,134.229363
280.0,848,143.251658
480.0,1466,158.906639
340.0,1018,169.787164
460.0,1303,183.676003
580.0,1718,201.960388
280.0,1026,212.912687
420.0,1337,227.065944
680.0,1927,247.458036
300.0,1007,258.102995
800.0,2274,282.230518
620.0,1826,301.531331
780.0,2268,325.512915
700.0,1945,346.009207
420.0,1320,359.894147
580.0,1595,376.656361
580.0,1589,393.42701
680.0,1984,414.434754
520.0,1523,430.530079
820.0,2265,454.529387
600.0,1635,471.779778
900.0,2270,495.858137
680.0,1844,515.284064
760.0,1982,536.272835
820.0,2222,559.720602
360.0,1074,570.958418
840.0,2238,594.649001
640.0,1634,611.98512
680.0,1856,631.675518
700.0,1784,650.529042
580.0,1660,668.026557
760.0,2010,689.268466
500.0,1354,703.488542
620.0,1678,721.275834
740.0,1956,742.031391
700.0,1897,762.059131
860.0,2264,786.00534
760.0,1966,806.865012
600.0,1366,821.460454
480.0,1202,834.258962
480.0,942,844.206771
820.0,1378,858.767032
1300.0,1931,879.23898
1400.0,2177,902.262868
1500.0,2146,924.978274
1180.0,1754,943.638506
1180.0,1781,962.530444
1240.0,1844,982.027218
1280.0,1899,1002.150552
1280.0,1823,1021.394629
1400.0,2000,1042.594516
1240.0,1825,1061.859617
400.0,821,1070.645397
1100.0,1908,1090.83162
660.0,1142,1102.97301
1580.0,2265,1126.959122
1760.0,2263,1150.95284
1180.0,1735,1169.265049
980.0,1483,1184.879445
1700.0,2270,1208.979907
1640.0,2264,1233.053066
1620.0,2271,1257.115723
1100.0,1588,1273.922187
1560.0,2266,1297.863929
1360.0,1857,1317.595502
1480.0,2162,1340.433729
1440.0,2037,1361.859124
1220.0,1745,1380.397483
1340.0,1837,1399.777213
1700.0,2269,1423.688227
1040.0,1565,1440.138067
1680.0,2265,1464.037917
1640.0,2268,1487.972102
1660.0,2269,1512.00081
1680.0,2266,1535.98846
1720.0,2268,1559.988665
1600.0,2116,1582.31053
1540.0,2267,1606.31413
1720.0,2270,1630.312692
1620.0,2266,1654.213682
1640.0,2265,1678.124499
1660.0,2268,1702.000981
1680.0,2264,1725.990371
1720.0,2268,1749.937718
1740.0,2266,1773.868176
1660.0,2269,1797.841721
1660.0,2268,1821.853708
1340.0,1871,1841.829026
1660.0,2269,1865.802761
1680.0,2266,1889.716964
1340.0,1902,1909.887527
1660.0,2268,1933.860558
1420.0,2015,1955.136362
1520.0,2055,1976.863928
1720.0,2266,2000.787609
1700.0,2263,2024.654364
1680.0,2265,2048.513664
1680.0,2264,2072.307814
1660.0,2271,2096.408193
1640.0,2269,2120.341565
1700.0,2270,2144.329106
1700.0,2263,2168.267592
1740.0,2257,2192.062027
1460.0,2098,2214.28788
140.0,616,2220.840261
240.0,792,2229.326952
380.0,1162,2241.703896
1640.0,2267,2265.739666
1720.0,2266,2289.610579
1700.0,2267,2313.572878
1720.0,2263,2337.425229
1740.0,2263,2361.275595
1740.0,2268,2385.193664
1740.0,2264,2409.026224
1760.0,2265,2433.079189
1760.0,2268,2457.020945
1740.0,2270,2481.023628
1560.0,2270,2506.837212
