#{"t_start": 1641047792.9659853, "env_id": "SeaquestNoFrameskip-v4"}
r,l,t
100.0,450,7.572575
60.0,517,12.296236
200.0,672,19.464556
440.0,1363,34.203879
340.0,993,44.930311
180.0,624,51.627252
100.0,511,57.009601
340.0,1029,68.078917
260.0,929,77.960835
420.0,1281,91.583271
280.0,866,100.724587
420.0,1331,114.921006
360.0,1189,127.593824
380.0,1219,140.600185
440.0,1258,154.003039
380.0,1106,165.822501
520.0,1497,181.825284
400.0,1155,194.08919
360.0,1143,206.30168
700.0,2043,228.033877
680.0,1903,248.137742
380.0,1201,260.892294
580.0,1698,278.821609
500.0,1540,295.150045
720.0,2000,316.264439
520.0,1519,332.28681
540.0,1602,349.157394
620.0,1877,368.920589
660.0,1773,387.606823
720.0,1996,408.726546
820.0,2267,432.722513
660.0,1877,452.570662
520.0,1477,468.222087
520.0,1541,484.491109
700.0,1982,505.436481
740.0,1912,525.633713
660.0,1974,546.459007
700.0,2005,567.619718
720.0,1895,587.587691
820.0,2204,611.005562
680.0,1849,630.654449
560.0,1577,647.290294
720.0,1749,665.707452
560.0,1487,681.46777
840.0,2082,703.368106
540.0,1450,718.76007
780.0,2025,740.216662
380.0,1046,751.25699
780.0,2074,773.11654
780.0,2010,794.443969
760.0,1818,813.77289
400.0,1059,825.019749
320.0,689,832.288181
1040.0,1598,849.265354
1380.0,2046,870.976716
1260.0,1829,890.362187
1280.0,1888,910.222513
1400.0,2042,931.949302
1280.0,2091,954.113667
1580.0,2267,978.149024
820.0,1382,992.726734
1480.0,2181,1015.914796
1320.0,1856,1035.527083
1280.0,2001,1056.741933
740.0,1259,1070.093567
1140.0,1828,1089.436992
700.0,1147,1101.628715
1480.0,2265,1125.623356
1360.0,1978,1146.579205
1700.0,2268,1170.56921
1360.0,1948,1191.159059
1280.0,1846,1210.732234
1340.0,1938,1231.327535
1600.0,2187,1254.531381
1700.0,2264,1278.49075
1560.0,2269,1302.497724
1300.0,1853,1322.145091
1540.0,2212,1345.503612
1600.0,2219,1368.917207
1560.0,2168,1391.890627
1500.0,2027,1413.290971
1720.0,2269,1437.178018
1420.0,1912,1457.340576
1580.0,2142,1479.917622
1720.0,2265,1503.889124
1720.0,2268,1527.859036
1560.0,2191,1551.070772
1440.0,2003,1572.243686
1620.0,2269,1596.18246
1680.0,2269,1620.224648
1540.0,2092,1642.225622
1700.0,2268,1666.19953
1680.0,2267,1690.06873
1720.0,2267,1713.957011
1280.0,1775,1732.790268
1680.0,2266,1756.805717
1680.0,2267,1780.666719
1740.0,2270,1804.697132
1680.0,2265,1828.65356
1640.0,2267,1852.83609
1680.0,2267,1876.712244
1200.0,1715,1894.877194
1720.0,2267,1918.915979
1700.0,2265,1942.815535
1720.0,2267,1966.731004
1760.0,2265,1990.66942
1680.0,2269,2014.594914
1700.0,2264,2038.510862
1720.0,2270,2062.39597
1700.0,2270,2086.396958
1720.0,2264,2110.329207
1740.0,2269,2134.338105
1740.0,2267,2158.273787
1680.0,2249,2182.095838
1680.0,2228,2205.571779
860.0,1488,2221.422126
160.0,868,2230.776731
660.0,1518,2246.892398
1760.0,2268,2270.875967
1620.0,2271,2294.820684
1720.0,2269,2318.851773
1600.0,2139,2341.355781
1700.0,2264,2365.182276
1260.0,1728,2383.396158
1320.0,1809,2402.460598
1760.0,2269,2426.491353
1540.0,2175,2449.486061
1420.0,1968,2470.301048
1740.0,2269,2496.146361
