#{"t_start": 1641047792.9372337, "env_id": "SeaquestNoFrameskip-v4"}
r,l,t
80.0,620,9.076633
80.0,602,15.081272
100.0,459,19.969131
240.0,808,28.613046
300.0,954,38.90133
160.0,523,44.536684
320.0,1000,55.25048
180.0,670,62.398419
300.0,1066,73.893122
420.0,1165,86.229708
440.0,1438,101.513958
200.0,712,109.081704
420.0,1196,121.810349
420.0,1353,136.228365
240.0,808,144.812815
680.0,2042,166.698385
220.0,803,175.229509
360.0,1042,186.335548
400.0,1282,199.871192
560.0,1684,217.921327
800.0,2265,241.870264
500.0,1496,257.768126
520.0,1481,273.431783
620.0,1937,293.962352
640.0,1776,312.716774
660.0,1823,331.959328
500.0,1570,348.483917
800.0,2277,372.514122
820.0,2269,396.475619
660.0,1767,415.182967
480.0,1507,431.085542
680.0,1841,450.527356
860.0,2269,474.615519
340.0,1038,485.544942
760.0,2009,506.784992
580.0,1499,522.554685
720.0,1962,543.273928
660.0,1832,562.650169
680.0,1877,582.383452
800.0,2029,603.919885
620.0,1688,621.871503
680.0,1926,642.211189
760.0,1994,663.236604
780.0,2159,686.078188
680.0,1908,706.156949
680.0,1906,726.419452
520.0,1444,741.710249
340.0,1130,753.660235
780.0,2052,775.294368
700.0,1916,795.665213
720.0,1849,815.265468
580.0,1284,828.897177
280.0,759,836.955977
980.0,1747,855.509084
1240.0,1814,874.734285
1280.0,1956,895.419161
1200.0,1780,914.215212
1080.0,1674,931.978084
1160.0,1764,950.686896
1220.0,1855,970.376672
1100.0,1602,987.250988
1540.0,2121,1009.71168
1640.0,2269,1033.745395
1660.0,2266,1057.787615
1000.0,1709,1075.980235
1400.0,2039,1097.541792
440.0,1001,1108.220689
1640.0,2265,1132.274435
1360.0,1893,1152.266281
1380.0,1948,1172.868497
1640.0,2268,1196.824482
1300.0,1809,1215.985324
1620.0,2165,1238.985257
1420.0,2021,1260.377168
1580.0,2150,1283.198733
1400.0,1943,1303.757236
1500.0,2183,1326.909241
1660.0,2263,1350.726093
1620.0,2269,1374.747352
1360.0,1976,1395.676763
1620.0,2265,1419.552122
1700.0,2263,1443.416308
1700.0,2262,1467.241417
1700.0,2270,1491.271648
1200.0,1833,1510.572461
1580.0,2181,1533.712749
1720.0,2269,1557.660001
1620.0,2268,1581.641964
1720.0,2265,1605.605286
1660.0,2268,1629.595448
1460.0,2095,1651.677686
1720.0,2268,1675.669395
1740.0,2268,1699.515074
1660.0,2267,1723.524334
1720.0,2263,1747.43262
1760.0,2263,1771.305525
1740.0,2267,1795.263757
1660.0,2268,1819.278216
1680.0,2265,1843.479098
1740.0,2267,1867.435087
1680.0,2266,1891.358062
1740.0,2268,1915.394438
1700.0,2266,1939.308263
1700.0,2264,1963.177654
1680.0,2270,1987.152553
1740.0,2264,2011.084232
1700.0,2263,2034.937911
1740.0,2269,2058.844561
1700.0,2265,2082.739178
1660.0,2270,2106.760909
1600.0,2263,2130.686489
1720.0,2264,2154.647961
1720.0,2281,2178.768261
1740.0,2269,2202.673992
1020.0,1693,2220.709306
280.0,876,2230.143382
340.0,964,2240.364142
900.0,1477,2256.002795
1660.0,2266,2279.872271
1720.0,2270,2303.860434
1360.0,1879,2323.668057
1680.0,2267,2347.613208
1740.0,2266,2371.438149
1700.0,2269,2395.431489
1700.0,2268,2419.356781
1380.0,1906,2439.545206
1760.0,2266,2463.518815
1720.0,2268,2489.368191
