#{"t_start": 1641047792.9919763, "env_id": "SeaquestNoFrameskip-v4"}
r,l,t
20.0,378,6.94932
80.0,558,11.859104
100.0,505,17.262309
260.0,892,26.889909
300.0,1164,39.44601
320.0,891,49.109165
200.0,742,56.979141
320.0,1087,68.699263
200.0,775,76.916721
400.0,1342,91.171708
320.0,934,101.050777
480.0,1398,115.987048
180.0,671,123.07758
380.0,1237,136.272737
340.0,939,146.247203
500.0,1612,163.460473
240.0,883,172.902623
380.0,1203,185.740693
500.0,1573,202.46425
420.0,1296,216.272006
560.0,1751,234.776605
620.0,1687,252.64503
520.0,1632,270.009057
640.0,1937,290.473161
780.0,2286,314.689012
380.0,1269,328.063625
440.0,1391,342.69365
780.0,2227,366.176091
680.0,1994,387.189465
620.0,1731,405.517668
620.0,1738,423.93261
660.0,1702,441.844868
780.0,2148,464.619771
500.0,1517,480.700446
560.0,1560,497.147065
840.0,2223,520.6092
400.0,1271,534.004348
860.0,2268,557.909505
700.0,1930,578.308328
680.0,1903,598.453038
740.0,2009,619.848957
820.0,2120,642.268946
740.0,2007,663.417295
620.0,1622,680.574883
660.0,1738,698.883337
600.0,1589,715.692041
800.0,2126,738.234349
620.0,1608,755.250953
600.0,1639,772.499829
700.0,1875,792.374252
660.0,1724,810.697012
380.0,999,821.303681
360.0,933,831.147803
400.0,1009,841.865471
380.0,837,850.716601
1100.0,1771,869.43451
1160.0,1890,889.505481
1560.0,2201,912.736166
840.0,1561,929.27394
1160.0,1913,949.588887
1360.0,1960,970.424097
1520.0,2270,994.405909
1260.0,1842,1013.925471
920.0,1386,1028.522692
1480.0,2217,1052.084919
940.0,1457,1067.449479
580.0,1284,1081.090129
1160.0,1849,1100.686696
1200.0,1790,1119.720694
1500.0,2095,1141.931514
1700.0,2267,1165.935892
1640.0,2267,1189.836269
1680.0,2266,1213.908786
1720.0,2270,1238.005092
1620.0,2268,1262.068013
1620.0,2269,1286.099912
1120.0,1623,1303.256454
1700.0,2265,1327.293153
1680.0,2270,1351.212055
1320.0,1880,1371.076421
1340.0,1963,1391.844857
1420.0,2104,1414.083274
1020.0,1510,1429.892248
1720.0,2265,1453.814045
1540.0,2267,1477.700348
1480.0,2018,1499.04229
1700.0,2268,1523.035275
1720.0,2269,1547.068091
1700.0,2248,1570.856003
1700.0,2267,1594.747672
1560.0,2269,1618.793717
1720.0,2266,1642.662484
1700.0,2266,1666.589061
1580.0,2265,1690.467295
1580.0,2265,1714.342038
1620.0,2266,1738.336554
1640.0,2264,1762.309108
1700.0,2269,1786.252701
1620.0,2156,1809.050963
1700.0,2270,1833.269022
1660.0,2271,1857.34068
1720.0,2264,1881.162012
1460.0,2046,1902.819341
1700.0,2269,1926.926901
1720.0,2268,1950.827253
1700.0,2270,1974.824113
1740.0,2266,1998.709509
1740.0,2270,2022.666445
1740.0,2267,2046.544145
1660.0,2268,2070.437693
1700.0,2267,2094.477082
1740.0,2266,2118.393896
1700.0,2269,2142.394635
1500.0,2062,2164.214627
1760.0,2269,2188.114546
1700.0,2264,2212.1203
360.0,878,2221.426618
420.0,1178,2234.081542
820.0,1474,2249.71778
1680.0,2267,2273.670539
1680.0,2269,2297.616169
1240.0,1862,2317.297765
1440.0,2012,2338.491426
1740.0,2267,2362.377089
1340.0,1844,2381.76261
1700.0,2269,2405.684174
1740.0,2264,2429.701267
1740.0,2268,2453.686901
1680.0,2239,2477.356796
1720.0,2256,2503.045635
