#{"t_start": 1641047792.9888453, "env_id": "SeaquestNoFrameskip-v4"}
r,l,t
40.0,441,7.467209
120.0,765,14.841794
280.0,971,25.321606
240.0,740,33.245197
140.0,526,38.849776
420.0,1044,50.16805
240.0,786,58.494414
320.0,1020,69.51422
440.0,1381,84.259382
420.0,1387,98.945324
460.0,1317,112.999425
400.0,1102,124.713733
600.0,1799,143.979757
400.0,1197,156.732199
620.0,1744,175.431844
400.0,1233,188.580354
420.0,1317,202.566597
400.0,1217,215.486952
480.0,1480,231.178102
280.0,981,241.456027
560.0,1776,260.35046
600.0,1836,279.779822
740.0,2141,302.516035
820.0,2282,326.601223
740.0,2083,348.577736
560.0,1564,365.055111
740.0,2118,387.373046
640.0,1857,407.022726
540.0,1505,422.933768
660.0,1930,443.302509
740.0,2044,464.998265
680.0,1901,485.09592
700.0,1900,505.178954
600.0,1782,523.997293
680.0,1904,544.068359
740.0,1969,564.921377
820.0,2267,588.794778
720.0,1924,609.218463
640.0,1694,627.185194
640.0,1713,645.278442
760.0,1987,666.261039
880.0,2265,690.215104
740.0,1876,709.982772
860.0,2179,733.219831
680.0,1846,752.747267
780.0,2034,774.174964
600.0,1570,790.741377
740.0,1859,810.526206
280.0,818,819.192501
920.0,1834,838.798502
1240.0,1853,858.402561
520.0,1009,869.036873
1160.0,1838,888.523659
1620.0,2264,912.425421
1180.0,1827,931.839688
620.0,1066,943.120149
1320.0,2071,965.120334
840.0,1290,978.664236
1200.0,1806,997.810631
1240.0,1828,1017.197647
1480.0,2084,1039.223714
720.0,1165,1051.543945
920.0,1433,1066.625224
820.0,1442,1081.971311
1040.0,1539,1098.269948
900.0,1476,1113.970685
1540.0,2077,1135.99702
1520.0,2173,1158.997938
1420.0,2056,1180.72413
1440.0,2073,1202.639728
1120.0,1721,1220.812984
1260.0,1934,1241.443166
1680.0,2269,1265.467207
1100.0,1606,1282.438682
1580.0,2267,1306.505839
1460.0,1982,1327.485542
1580.0,2106,1349.617606
1620.0,2267,1373.635672
1720.0,2268,1397.640307
880.0,1513,1413.58078
1320.0,1841,1432.893434
1720.0,2270,1456.873952
1420.0,1932,1477.22293
1760.0,2265,1501.184403
1720.0,2264,1525.126319
1700.0,2267,1549.17145
1660.0,2268,1573.120022
1720.0,2266,1597.051956
1700.0,2266,1621.033363
1700.0,2244,1644.681998
1720.0,2268,1668.62606
1740.0,2265,1692.491564
1680.0,2264,1716.414851
1640.0,2267,1740.414668
1680.0,2269,1764.399274
1340.0,1809,1783.456849
1680.0,2268,1807.421153
1640.0,2271,1831.673315
1720.0,2269,1855.701738
1700.0,2264,1879.575047
1600.0,2270,1903.60618
1720.0,2264,1927.635555
1680.0,2271,1951.580853
1700.0,2265,1975.521341
1740.0,2268,1999.436759
1320.0,1809,2018.510459
1740.0,2268,2042.413475
1680.0,2179,2065.331554
1400.0,1952,2085.94896
1040.0,1571,2102.572221
1620.0,2269,2126.522398
1700.0,2270,2150.556856
1760.0,2258,2174.45093
1660.0,2265,2198.324865
1300.0,1823,2217.630558
260.0,784,2226.073512
220.0,924,2235.924413
1260.0,2040,2257.588682
1640.0,2269,2281.478746
1460.0,2001,2302.589011
1700.0,2267,2326.55597
1760.0,2268,2350.528819
1740.0,2264,2374.314581
1700.0,2264,2398.215554
1760.0,2270,2422.192954
1700.0,2270,2446.170235
920.0,1376,2460.727533
1660.0,2265,2486.580647
1080.0,1559,2502.943254
